Price,Close,High,Low,Open,Volume
Ticker,^HSI,^HSI,^HSI,^HSI,^HSI
Date,,,,,
2017-05-16,25335.939453125,25413.349609375,25228.4609375,25413.349609375,1797601700
2017-05-17,25293.630859375,25374.94921875,25245.439453125,25355.759765625,1512406100
2017-05-18,25136.51953125,25263.810546875,25025.05078125,25034.189453125,1677298400
2017-05-19,25174.869140625,25266.220703125,25124.060546875,25171.66015625,1312777700
2017-05-22,25391.33984375,25450.0390625,25201.33984375,25318.2890625,1410586000
2017-05-23,25403.150390625,25486.98046875,25307.26953125,25415.5703125,1758690200
2017-05-24,25428.5,25428.5,25296.66015625,25382.259765625,1409941800
2017-05-25,25630.779296875,25680.669921875,25491.779296875,25511.4609375,1890794600
2017-05-26,25639.26953125,25724.400390625,25588.69921875,25670.98046875,1453713000
2017-05-29,25701.630859375,25744.720703125,25579.150390625,25672.400390625,1077784400
2017-05-31,25660.650390625,25817.94921875,25650.060546875,25706.44921875,2997857600
2017-06-01,25809.220703125,25834.75,25614.609375,25736.349609375,2017055200
2017-06-02,25924.05078125,25973.0,25851.849609375,25926.060546875,1990193800
2017-06-05,25862.990234375,25998.66015625,25801.83984375,25976.359375,1766176100
2017-06-06,25997.140625,26019.009765625,25805.01953125,25819.529296875,1540428000
2017-06-07,25974.16015625,26073.439453125,25898.8203125,26025.2109375,1999503900
2017-06-08,26063.060546875,26069.98046875,25923.2109375,25974.0,1633520700
2017-06-09,26030.2890625,26090.330078125,25922.6796875,26090.330078125,2889395400
2017-06-12,25708.0390625,25957.779296875,25689.23046875,25925.44921875,1614682000
2017-06-13,25852.099609375,25883.220703125,25722.630859375,25826.51953125,1316444700
2017-06-14,25875.900390625,25915.4609375,25713.01953125,25915.4609375,1449845600
2017-06-15,25565.33984375,25772.279296875,25565.33984375,25772.279296875,1658076900
2017-06-16,25626.490234375,25719.970703125,25557.80078125,25601.810546875,1699429200
2017-06-19,25924.55078125,25939.720703125,25735.0703125,25736.19921875,1116125500
2017-06-20,25843.0390625,26043.099609375,25833.9296875,26028.4296875,1251563600
2017-06-21,25694.580078125,25846.51953125,25575.98046875,25752.26953125,1699891000
2017-06-22,25674.529296875,25867.939453125,25597.4609375,25597.4609375,1553964400
2017-06-23,25670.05078125,25770.369140625,25648.76953125,25724.279296875,1302570300
2017-06-26,25871.890625,25875.48046875,25720.380859375,25727.9296875,1206191500
2017-06-27,25839.990234375,25929.609375,25780.689453125,25911.19921875,1182985800
2017-06-28,25683.5,25821.359375,25625.7109375,25735.2109375,1652872300
2017-06-29,25965.419921875,25965.419921875,25814.80078125,25872.9296875,1748405000
2017-06-30,25764.580078125,25816.25,25661.4296875,25679.640625,1616948900
2017-07-03,25784.169921875,25821.390625,25654.76953125,25654.76953125,1505017700
2017-07-04,25389.009765625,25838.26953125,25251.720703125,25782.849609375,2402054600
2017-07-05,25521.970703125,25559.1796875,25199.859375,25354.380859375,1868195300
2017-07-06,25465.220703125,25599.69921875,25436.830078125,25574.5703125,1494486100
2017-07-07,25340.849609375,25409.900390625,25315.91015625,25377.2109375,1480481500
2017-07-10,25500.060546875,25622.75,25331.94921875,25392.029296875,1743504600
2017-07-11,25877.640625,25941.470703125,25596.2109375,25605.189453125,2230926300
2017-07-12,26043.640625,26147.30078125,25991.349609375,25991.349609375,2695389200
2017-07-13,26346.169921875,26383.759765625,26255.310546875,26340.2890625,1971724000
2017-07-14,26389.23046875,26416.6796875,26295.990234375,26416.6796875,1744841800
2017-07-17,26470.580078125,26618.66015625,26353.830078125,26572.919921875,1837446700
2017-07-18,26524.939453125,26540.169921875,26381.140625,26489.51953125,1872330800
2017-07-19,26672.16015625,26682.640625,26541.560546875,26561.810546875,1346812900
2017-07-20,26740.2109375,26794.1796875,26632.98046875,26770.48046875,1408343500
2017-07-21,26706.08984375,26778.419921875,26663.25,26777.439453125,1502400500
2017-07-24,26846.830078125,26882.0,26674.5,26720.0390625,1532468700
2017-07-25,26852.05078125,26889.69921875,26799.76953125,26847.580078125,1450948000
2017-07-26,26941.01953125,27007.26953125,26786.630859375,26960.810546875,2176480400
2017-07-27,27131.169921875,27169.150390625,26962.029296875,27002.69921875,1763945900
2017-07-28,26979.390625,27047.880859375,26928.439453125,27007.970703125,1456040200
2017-07-31,27323.990234375,27324.380859375,27045.41015625,27048.44921875,1693214100
2017-08-01,27540.23046875,27558.0,27326.0390625,27326.0390625,2392422600
2017-08-02,27607.380859375,27747.349609375,27570.5,27645.279296875,2052633600
2017-08-03,27531.009765625,27601.05078125,27399.580078125,27533.509765625,1682624400
2017-08-04,27562.6796875,27615.029296875,27508.109375,27564.7109375,1464939100
2017-08-07,27690.359375,27731.919921875,27629.19921875,27665.7109375,1484632800
2017-08-08,27854.91015625,27867.560546875,27626.189453125,27684.599609375,1726572600
2017-08-09,27757.08984375,27876.119140625,27602.66015625,27760.080078125,1650670500
2017-08-10,27444.0,27791.359375,27267.029296875,27791.359375,2175962000
2017-08-11,26883.509765625,27184.2109375,26863.7109375,27000.4296875,3133494700
2017-08-14,27250.23046875,27268.23046875,27032.400390625,27091.76953125,1416372000
2017-08-15,27174.9609375,27438.419921875,27174.9609375,27371.25,2735953400
2017-08-16,27409.0703125,27422.30078125,27238.810546875,27238.810546875,1771056700
2017-08-17,27344.220703125,27624.51953125,27302.48046875,27610.2890625,1795330700
2017-08-18,27047.5703125,27236.3203125,26951.919921875,26999.599609375,1691600400
2017-08-21,27154.6796875,27221.310546875,27086.4296875,27100.630859375,1770623000
2017-08-22,27401.669921875,27509.060546875,27316.080078125,27322.19921875,2049708500
2017-08-24,27518.599609375,27642.23046875,27485.869140625,27642.23046875,2691510500
2017-08-25,27848.16015625,27878.369140625,27480.109375,27539.109375,3791271400
2017-08-28,27863.2890625,28071.58984375,27806.05078125,27905.58984375,3019391000
2017-08-29,27765.009765625,27839.830078125,27638.73046875,27744.580078125,1717761500
2017-08-30,28094.609375,28127.900390625,27912.8203125,27957.740234375,2142434100
2017-08-31,27970.30078125,27994.060546875,27861.48046875,27934.44921875,2795558800
2017-09-01,27953.16015625,28116.69921875,27915.439453125,28015.220703125,1754523000
2017-09-04,27740.259765625,27884.4609375,27662.2890625,27881.7109375,1626723800
2017-09-05,27741.349609375,27871.759765625,27685.30078125,27797.439453125,1237100600
2017-09-06,27613.759765625,27684.259765625,27421.7890625,27671.560546875,1666660000
2017-09-07,27522.919921875,27817.869140625,27492.8203125,27817.869140625,1779146800
2017-09-08,27668.470703125,27708.08984375,27569.130859375,27571.58984375,1416125500
2017-09-11,27955.130859375,27976.98046875,27859.0,27877.689453125,1381742800
2017-09-12,27972.240234375,28071.5390625,27883.830078125,28068.69921875,1313208800
2017-09-13,27894.080078125,27984.26953125,27751.279296875,27984.26953125,1437295600
2017-09-14,27777.19921875,27895.0703125,27699.08984375,27788.83984375,1650316300
2017-09-15,27807.58984375,27893.580078125,27514.0390625,27736.599609375,2164173900
2017-09-18,28159.76953125,28160.390625,27917.1796875,27971.369140625,1546268100
2017-09-19,28051.41015625,28248.119140625,28032.169921875,28200.5390625,1601237600
2017-09-20,28127.80078125,28149.359375,28013.109375,28099.2890625,1496733100
2017-09-21,28110.330078125,28184.369140625,28046.939453125,28091.240234375,1625346200
2017-09-22,27880.529296875,27960.919921875,27845.51953125,27949.830078125,1379309700
2017-09-25,27500.33984375,27851.5390625,27476.26953125,27851.5390625,1800222600
2017-09-26,27513.009765625,27567.880859375,27300.369140625,27308.609375,1683566500
2017-09-27,27642.4296875,27673.400390625,27503.05078125,27503.05078125,1812425000
2017-09-28,27421.599609375,27665.16015625,27421.599609375,27661.26953125,1968973700
2017-09-29,27554.30078125,27581.130859375,27383.16015625,27492.130859375,1665527400
2017-10-03,28173.2109375,28194.16015625,27737.380859375,27884.2109375,3430577300
2017-10-04,28379.1796875,28521.76953125,28311.26953125,28311.26953125,2095400500
2017-10-06,28458.0390625,28626.41015625,28377.849609375,28626.41015625,1967890900
2017-10-09,28326.58984375,28488.349609375,28282.009765625,28440.169921875,1745232800
2017-10-10,28490.830078125,28503.83984375,28260.19921875,28334.919921875,1388761700
2017-10-11,28389.5703125,28625.66015625,28330.73046875,28622.009765625,1874745400
2017-10-12,28459.029296875,28528.7109375,28343.3203125,28431.05078125,1579431600
2017-10-13,28476.4296875,28492.390625,28369.869140625,28423.650390625,1616416300
2017-10-16,28692.80078125,28792.060546875,28620.380859375,28661.98046875,1740653100
2017-10-17,28697.490234375,28777.1796875,28641.94921875,28777.1796875,1286878300
2017-10-18,28711.759765625,28729.33984375,28629.73046875,28636.19921875,1429159000
2017-10-19,28159.08984375,28798.779296875,28094.5390625,28783.849609375,2125428600
2017-10-20,28487.240234375,28519.759765625,28313.69921875,28360.01953125,1493189400
2017-10-23,28305.880859375,28557.80078125,28253.3203125,28557.80078125,1712055400
2017-10-24,28154.970703125,28356.099609375,28098.830078125,28232.619140625,1426893600
2017-10-25,28302.890625,28387.2109375,28198.560546875,28238.849609375,1272809300
2017-10-26,28202.380859375,28316.19921875,28102.75,28165.609375,1431611800
2017-10-27,28438.849609375,28494.51953125,28305.73046875,28332.91015625,2255521100
2017-10-30,28336.189453125,28650.8203125,28336.189453125,28585.150390625,2133304700
2017-10-31,28245.5390625,28354.109375,28183.7890625,28247.0,2447177600
2017-11-01,28594.060546875,28606.58984375,28329.5,28387.55078125,2316556900
2017-11-02,28518.640625,28643.580078125,28492.19921875,28604.94921875,2151398900
2017-11-03,28603.609375,28661.2890625,28542.66015625,28603.509765625,1576569100
2017-11-06,28596.80078125,28650.7890625,28137.76953125,28616.349609375,2260004000
2017-11-07,28994.33984375,29017.400390625,28715.0703125,28715.400390625,2128719800
2017-11-08,28907.599609375,29123.439453125,28885.0703125,28950.5,1831425800
2017-11-09,29136.5703125,29192.509765625,28960.05078125,28987.7890625,1822998100
2017-11-10,29120.919921875,29237.849609375,29036.44921875,29060.130859375,1781772000
2017-11-13,29182.1796875,29258.5,29058.23046875,29058.23046875,1786820800
2017-11-14,29152.119140625,29320.029296875,29143.630859375,29272.099609375,1697043600
2017-11-15,28851.689453125,29106.490234375,28851.689453125,29026.109375,2046100400
2017-11-16,29018.759765625,29095.490234375,28877.759765625,28963.76953125,1501023200
2017-11-17,29199.0390625,29341.919921875,29158.349609375,29214.359375,2068123000
2017-11-20,29260.310546875,29299.869140625,29089.580078125,29227.080078125,1619910000
2017-11-21,29818.0703125,29818.0703125,29343.48046875,29369.689453125,2467367300
2017-11-22,30003.490234375,30199.689453125,29911.0703125,30087.189453125,2474928600
2017-11-23,29707.939453125,30169.990234375,29593.7890625,30033.1796875,2099356300
2017-11-24,29866.3203125,29918.919921875,29696.58984375,29788.1796875,1534288700
2017-11-27,29686.189453125,29859.109375,29610.9609375,29857.650390625,1485230700
2017-11-28,29680.849609375,29687.44921875,29334.58984375,29608.640625,1744542000
2017-11-29,29623.830078125,29831.189453125,29563.390625,29813.939453125,1434723600
2017-11-30,29177.349609375,29353.509765625,29127.30078125,29340.26953125,2435496800
2017-12-01,29074.240234375,29345.970703125,29028.759765625,29261.310546875,2086681200
2017-12-04,29138.279296875,29343.779296875,28803.189453125,28951.189453125,1624072100
2017-12-05,28842.80078125,29124.240234375,28838.119140625,28898.580078125,1439200300
2017-12-06,28224.80078125,28929.2109375,28204.529296875,28850.359375,2605434400
2017-12-07,28303.189453125,28478.33984375,28134.9296875,28366.140625,1782453900
2017-12-08,28639.849609375,28705.759765625,28344.390625,28400.009765625,1747376700
2017-12-11,28965.2890625,28998.509765625,28645.41015625,28645.41015625,2127756300
2017-12-12,28793.880859375,29066.76953125,28745.73046875,28972.740234375,2135704400
2017-12-13,29222.099609375,29276.669921875,28707.599609375,28856.779296875,2574054200
2017-12-14,29166.380859375,29367.509765625,29047.609375,29335.759765625,1959305700
2017-12-15,28848.109375,29017.66015625,28738.83984375,29000.109375,1999793000
2017-12-18,29050.41015625,29143.330078125,28821.189453125,28923.529296875,1637861800
2017-12-19,29253.66015625,29339.109375,29144.169921875,29193.740234375,1633522100
2017-12-20,29234.08984375,29326.51953125,29159.279296875,29199.2890625,1308865200
2017-12-21,29367.060546875,29431.810546875,29145.130859375,29209.640625,1440980300
2017-12-22,29578.009765625,29578.009765625,29413.859375,29505.05078125,1282144300
2017-12-27,29597.66015625,29693.8203125,29516.509765625,29632.970703125,1725832000
2017-12-28,29863.7109375,29873.099609375,29661.060546875,29684.7890625,1339575400
2017-12-29,29919.150390625,29997.9609375,29849.310546875,29914.05078125,1365770800
2018-01-02,30515.310546875,30515.310546875,30028.2890625,30028.2890625,2442333400
2018-01-03,30560.94921875,30724.3203125,30456.759765625,30658.73046875,2309467700
2018-01-04,30736.48046875,30796.9296875,30560.4296875,30691.7109375,2995571100
2018-01-05,30814.640625,30911.009765625,30638.529296875,30893.859375,2263930100
2018-01-08,30899.529296875,30929.150390625,30732.5390625,30895.08984375,2004162500
2018-01-09,31011.41015625,31056.69921875,30852.4296875,30933.509765625,2004940800
2018-01-10,31073.720703125,31267.5703125,30928.580078125,31009.240234375,2595365800
2018-01-11,31120.390625,31133.1796875,30950.0703125,31066.2109375,1794778900
2018-01-12,31412.5390625,31412.5390625,31198.359375,31298.05078125,2327417400
2018-01-15,31338.869140625,31733.1796875,31265.25,31702.560546875,2664144600
2018-01-16,31904.75,31904.75,31423.619140625,31423.619140625,3097059200
2018-01-17,31983.41015625,31983.41015625,31642.26953125,31825.51953125,3999243800
2018-01-18,32121.939453125,32233.810546875,31869.69921875,32148.44921875,3741499700
2018-01-19,32254.890625,32254.890625,31986.0,32142.16015625,2906627500
2018-01-22,32393.41015625,32417.23046875,32046.83984375,32276.9609375,2880231400
2018-01-23,32930.69921875,32930.69921875,32554.23046875,32606.140625,3954770600
2018-01-24,32958.69140625,33018.7109375,32728.509765625,32907.23046875,3897512100
2018-01-25,32654.44921875,32998.05078125,32650.220703125,32979.37890625,3554766400
2018-01-26,33154.12109375,33223.578125,32794.12890625,32836.28125,3892652400
2018-01-29,32966.890625,33484.078125,32897.0390625,33335.48046875,3605090600
2018-01-30,32607.2890625,32976.75,32501.349609375,32751.720703125,3177122400
2018-01-31,32887.26953125,32933.98046875,32330.390625,32435.759765625,3314255500
2018-02-01,32642.08984375,33048.0390625,32642.08984375,32950.30078125,2769125200
2018-02-02,32601.779296875,32778.51171875,32321.419921875,32569.009765625,2571367100
2018-02-05,32245.220703125,32394.869140625,31712.01953125,31715.560546875,3135015100
2018-02-06,30595.419921875,31286.029296875,30577.830078125,31028.6796875,5531270100
2018-02-07,30323.19921875,31472.470703125,30292.150390625,31378.349609375,4620281500
2018-02-08,30451.26953125,30739.109375,30251.3203125,30555.80078125,3145081200
2018-02-09,29507.419921875,29679.2109375,29129.259765625,29679.2109375,5171294500
2018-02-12,29459.630859375,29801.51953125,29459.630859375,29713.080078125,2815461600
2018-02-13,29839.529296875,30169.0,29783.099609375,29850.150390625,2709197500
2018-02-14,30515.599609375,30637.23046875,29968.5390625,30024.470703125,2408651200
2018-02-15,31115.4296875,31145.099609375,30816.650390625,30958.7109375,2070618100
2018-02-20,30873.630859375,31339.689453125,30720.48046875,31165.2890625,2033432100
2018-02-21,31431.890625,31477.849609375,30885.94921875,31050.51953125,1933845300
2018-02-22,30965.6796875,31195.26953125,30930.099609375,31084.44921875,2391326700
2018-02-23,31267.169921875,31386.810546875,31149.3203125,31289.080078125,1667179100
2018-02-26,31498.599609375,31567.4609375,31273.94921875,31528.2890625,2025591300
2018-02-27,31268.66015625,31798.98046875,31141.51953125,31790.849609375,2579124300
2018-02-28,30844.720703125,31061.759765625,30703.900390625,31037.41015625,2407877200
2018-03-01,31044.25,31081.6796875,30453.8203125,30476.990234375,2116269800
2018-03-02,30583.44921875,30670.939453125,30477.94921875,30611.099609375,2955637100
2018-03-05,29886.390625,30679.470703125,29852.419921875,30524.259765625,2279546200
2018-03-06,30510.73046875,30620.060546875,30129.80078125,30380.9609375,2270403000
2018-03-07,30196.919921875,30673.080078125,30117.400390625,30323.76953125,2135337500
2018-03-08,30654.51953125,30724.029296875,30428.609375,30523.6796875,1529390000
2018-03-09,30996.2109375,30996.2109375,30840.80078125,30858.26953125,1470749100
2018-03-12,31594.330078125,31607.580078125,31342.48046875,31536.30078125,2173275800
2018-03-13,31601.44921875,31709.990234375,31461.470703125,31570.19921875,2111965400
2018-03-14,31435.009765625,31453.48046875,31141.849609375,31321.7890625,1707584900
2018-03-15,31541.099609375,31583.380859375,31121.66015625,31181.150390625,1496758200
2018-03-16,31501.970703125,31564.779296875,31337.44921875,31363.029296875,2345452800
2018-03-19,31513.759765625,31656.30078125,31244.619140625,31370.470703125,1440844700
2018-03-20,31549.9296875,31576.05078125,31183.400390625,31315.419921875,1746878600
2018-03-21,31414.51953125,31978.140625,31381.5390625,31811.98046875,2309098300
2018-03-22,31071.05078125,31686.669921875,31018.439453125,31575.9296875,2103533300
2018-03-23,30309.2890625,30320.310546875,29930.23046875,29930.23046875,3522395400
2018-03-26,30548.76953125,30548.76953125,29995.16015625,30267.0703125,2317282800
2018-03-27,30790.830078125,30985.75,30738.759765625,30985.75,2049855800
2018-03-28,30022.529296875,30637.2109375,30022.529296875,30510.380859375,2209028300
2018-03-29,30093.380859375,30252.94921875,29819.630859375,30154.1796875,2167328200
2018-04-03,30180.099609375,30269.279296875,29755.359375,29927.880859375,1908642500
2018-04-04,29518.689453125,30329.080078125,29518.689453125,30244.220703125,1816082600
2018-04-06,29844.939453125,29980.560546875,29608.330078125,29750.240234375,1698284100
2018-04-09,30229.580078125,30514.80078125,29909.369140625,30104.3203125,1841272200
2018-04-10,30728.740234375,30806.859375,30163.08984375,30205.08984375,2270263700
2018-04-11,30897.7109375,31021.119140625,30723.0703125,30761.23046875,2291863000
2018-04-12,30831.279296875,31094.109375,30637.140625,31094.109375,1754477200
2018-04-13,30808.380859375,31076.759765625,30707.76953125,31076.759765625,1406304600
2018-04-16,30315.58984375,30849.720703125,30190.75,30849.720703125,1827774700
2018-04-17,30062.75,30477.7890625,30012.69921875,30354.890625,1916884600
2018-04-18,30284.25,30487.169921875,29979.400390625,30469.94921875,2001652800
2018-04-19,30708.439453125,30761.470703125,30451.0,30532.94921875,2221670500
2018-04-20,30418.330078125,30848.470703125,30355.7890625,30647.939453125,1661298600
2018-04-23,30254.400390625,30481.859375,30184.44921875,30327.029296875,1516737400
2018-04-24,30636.240234375,30665.099609375,30335.2890625,30353.830078125,1741299100
2018-04-25,30328.150390625,30507.189453125,30244.16015625,30486.859375,1674472500
2018-04-26,30007.6796875,30463.419921875,29871.19921875,30378.150390625,1765452500
2018-04-27,30280.669921875,30336.0,30019.119140625,30300.830078125,1610929100
2018-04-30,30808.44921875,30853.130859375,30483.91015625,30530.400390625,1923280800
2018-05-02,30723.880859375,30824.76953125,30570.810546875,30782.2109375,1643135500
2018-05-03,30313.369140625,30432.0703125,30118.650390625,30405.48046875,1736327100
2018-05-04,29926.5,30341.4609375,29859.30078125,30316.98046875,1754754700
2018-05-07,29994.259765625,30138.330078125,29791.869140625,30102.060546875,1441380300
2018-05-08,30402.810546875,30444.220703125,30123.76953125,30123.76953125,1623605700
2018-05-09,30536.140625,30568.759765625,30346.619140625,30452.16015625,1360669300
2018-05-10,30809.220703125,30851.30078125,30712.9296875,30716.970703125,1534597300
2018-05-11,31122.060546875,31277.390625,31032.439453125,31151.80078125,1627487900
2018-05-14,31541.080078125,31592.560546875,31423.5703125,31498.359375,1794416600
2018-05-15,31152.029296875,31573.1796875,31152.029296875,31573.1796875,1566899600
2018-05-16,31110.19921875,31218.080078125,30818.779296875,31014.720703125,1348037300
2018-05-17,30942.150390625,31416.7109375,30942.150390625,31416.7109375,1499907300
2018-05-18,31047.91015625,31148.060546875,30904.6796875,31033.970703125,1722070700
2018-05-21,31234.349609375,31464.099609375,31232.7890625,31232.7890625,1599624500
2018-05-23,30665.640625,31191.869140625,30665.640625,31191.869140625,2434017000
2018-05-24,30760.41015625,30788.970703125,30589.380859375,30718.66015625,1579074300
2018-05-25,30588.0390625,30736.970703125,30525.740234375,30664.26953125,1677533500
2018-05-28,30792.259765625,30839.30078125,30530.470703125,30759.83984375,1736227200
2018-05-29,30484.580078125,30713.3203125,30454.1796875,30647.259765625,1658628600
2018-05-30,30056.7890625,30241.23046875,29964.33984375,30109.369140625,2407803400
2018-05-31,30468.560546875,30533.580078125,30148.4296875,30274.1796875,4110003600
2018-06-01,30492.91015625,30581.119140625,30363.490234375,30548.779296875,2778527900
2018-06-04,30997.98046875,31012.919921875,30743.1796875,30836.76953125,1836620100
2018-06-05,31093.44921875,31188.9296875,30896.109375,31009.470703125,1722042700
2018-06-06,31259.099609375,31332.419921875,31161.369140625,31162.01953125,1465410700
2018-06-07,31512.630859375,31521.130859375,31369.279296875,31464.630859375,1937967000
2018-06-08,30958.2109375,31435.259765625,30874.099609375,31435.259765625,1721286300
2018-06-11,31063.69921875,31134.029296875,30898.5703125,31016.51953125,1323340300
2018-06-12,31103.060546875,31242.859375,30944.970703125,31029.849609375,1378992000
2018-06-13,30725.150390625,31023.73046875,30688.259765625,30990.369140625,1630943500
2018-06-14,30440.169921875,30777.9609375,30349.9609375,30684.0703125,2128385000
2018-06-15,30309.490234375,30519.2890625,30259.109375,30411.0703125,2336474000
2018-06-19,29468.150390625,30012.0390625,29332.279296875,29999.009765625,3563935000
2018-06-20,29696.169921875,29944.30078125,29406.19921875,29478.4609375,2235041100
2018-06-21,29296.05078125,29882.26953125,29285.7109375,29764.05078125,2026711800
2018-06-22,29338.69921875,29436.83984375,29089.390625,29215.5390625,2153358900
2018-06-25,28961.390625,29403.359375,28895.400390625,29326.119140625,2300773700
2018-06-26,28881.400390625,29034.23046875,28505.08984375,28881.1796875,2528392900
2018-06-27,28356.259765625,28988.830078125,28342.8203125,28957.640625,2572195600
2018-06-28,28497.3203125,28567.2890625,28169.099609375,28368.009765625,2569401700
2018-06-29,28955.109375,28962.2890625,28463.849609375,28463.849609375,2390149600
2018-07-03,28545.5703125,28617.0,27990.44921875,28617.0,3283196100
2018-07-04,28241.669921875,28642.33984375,28141.279296875,28546.3203125,2102178600
2018-07-05,28182.08984375,28320.900390625,27830.75,28101.849609375,1879594600
2018-07-06,28315.619140625,28554.2109375,27925.330078125,28254.369140625,2018289300
2018-07-09,28688.5,28821.5390625,28518.51953125,28606.16015625,1877898300
2018-07-10,28682.25,28981.9296875,28682.25,28900.7109375,1667619300
2018-07-11,28311.689453125,28365.720703125,28013.720703125,28013.720703125,1871183500
2018-07-12,28480.830078125,28614.529296875,28217.310546875,28260.08984375,1850926800
2018-07-13,28525.439453125,28715.359375,28500.509765625,28689.1796875,1449784600
2018-07-16,28539.66015625,28699.2109375,28327.0,28580.9609375,1239642900
2018-07-17,28181.6796875,28460.869140625,28137.94921875,28451.5,1700682900
2018-07-18,28117.419921875,28386.380859375,28045.470703125,28352.109375,1507604000
2018-07-19,28010.859375,28329.98046875,27998.359375,28251.16015625,1495109900
2018-07-20,28224.48046875,28294.740234375,27745.849609375,28054.759765625,2439680200
2018-07-23,28256.119140625,28391.580078125,28091.060546875,28298.609375,1893557000
2018-07-24,28662.5703125,28718.0,28282.30078125,28282.30078125,2416350500
2018-07-25,28920.900390625,28964.7890625,28764.349609375,28906.970703125,1632380100
2018-07-26,28781.140625,29083.400390625,28625.080078125,29083.400390625,1418097900
2018-07-27,28804.279296875,28816.689453125,28572.7890625,28734.73046875,1206039800
2018-07-30,28733.130859375,28839.240234375,28539.560546875,28631.05078125,1231291800
2018-07-31,28583.009765625,28682.310546875,28538.029296875,28663.140625,1464571200
2018-08-01,28340.740234375,28772.80078125,28219.970703125,28756.720703125,1516068100
2018-08-02,27714.560546875,28218.279296875,27578.08984375,28159.009765625,1989173700
2018-08-03,27676.3203125,27786.150390625,27604.560546875,27751.599609375,1608505200
2018-08-06,27819.560546875,28074.529296875,27730.419921875,27885.509765625,1445836100
2018-08-07,28248.880859375,28266.6796875,27843.16015625,27889.439453125,1553852900
2018-08-08,28359.140625,28473.48046875,28224.4609375,28473.48046875,1611650400
2018-08-09,28607.30078125,28728.169921875,28192.810546875,28260.5,1448212200
2018-08-10,28366.619140625,28665.900390625,28296.990234375,28614.73046875,1284477700
2018-08-13,27936.5703125,28085.169921875,27823.2109375,27956.779296875,1484354700
2018-08-14,27752.9296875,27946.55078125,27522.8203125,27938.3203125,1490419600
2018-08-15,27323.58984375,27727.26953125,27249.080078125,27724.720703125,1913746300
2018-08-16,27100.060546875,27405.25,26871.109375,26871.109375,2138210600
2018-08-17,27213.41015625,27450.83984375,27101.099609375,27388.5703125,1557764000
2018-08-20,27598.01953125,27609.80078125,27209.220703125,27273.779296875,1660834700
2018-08-21,27752.7890625,27771.30078125,27526.30078125,27670.5390625,1699480400
2018-08-22,27927.580078125,27954.51953125,27579.80078125,27836.6796875,1784465100
2018-08-23,27790.4609375,28051.650390625,27659.2109375,28005.330078125,1462580600
2018-08-24,27671.869140625,27830.91015625,27532.060546875,27565.98046875,1492245200
2018-08-27,28271.26953125,28289.060546875,27956.0390625,28016.66015625,2133548500
2018-08-28,28351.619140625,28579.640625,28234.529296875,28530.890625,1651324700
2018-08-29,28416.439453125,28485.830078125,28272.130859375,28362.83984375,1365810400
2018-08-30,28164.05078125,28533.9296875,28121.400390625,28533.9296875,1292190100
2018-08-31,27888.55078125,27962.029296875,27720.3203125,27798.2109375,1923264400
2018-09-03,27712.5390625,27822.189453125,27577.0390625,27809.44921875,1396877700
2018-09-04,27973.33984375,27984.890625,27563.7890625,27619.1796875,1102334700
2018-09-05,27243.849609375,27861.990234375,27208.33984375,27789.01953125,1913637000
2018-09-06,26974.8203125,27268.390625,26818.8203125,27069.2109375,2172071800
2018-09-07,26973.470703125,27196.5703125,26669.580078125,26895.869140625,2859939000
2018-09-10,26613.419921875,26926.630859375,26453.2890625,26922.26953125,2045973800
2018-09-11,26422.55078125,26690.650390625,26394.869140625,26611.9296875,1688227600
2018-09-12,26345.0390625,26468.91015625,26219.560546875,26462.8203125,2255883500
2018-09-13,27014.490234375,27014.490234375,26648.76953125,26798.390625,2336699600
2018-09-14,27286.41015625,27340.01953125,27027.44921875,27229.7890625,1707220300
2018-09-17,26932.849609375,27037.48046875,26763.2109375,27029.91015625,1262149500
2018-09-18,27084.66015625,27156.55078125,26648.990234375,26846.330078125,1810262900
2018-09-19,27407.369140625,27488.349609375,27085.7890625,27170.01953125,1874196000
2018-09-20,27477.669921875,27628.189453125,27327.23046875,27605.720703125,1399791400
2018-09-21,27953.580078125,27965.9609375,27536.26953125,27712.349609375,2777208200
2018-09-24,27499.390625,27783.849609375,27425.009765625,27783.849609375,1511079800
2018-09-26,27816.869140625,28031.810546875,27589.369140625,27606.810546875,2338781100
2018-09-27,27715.669921875,27928.2890625,27638.5390625,27912.509765625,1440548100
2018-09-28,27788.51953125,27927.94921875,27672.830078125,27879.060546875,1636511300
2018-10-02,27126.380859375,27716.16015625,27073.080078125,27716.16015625,2081279200
2018-10-03,27091.259765625,27270.16015625,26840.19921875,26840.19921875,1316749100
2018-10-04,26623.869140625,27029.400390625,26551.439453125,27029.400390625,1903259700
2018-10-05,26572.5703125,26639.640625,26373.4609375,26503.75,1684117300
2018-10-08,26202.5703125,26717.599609375,26187.830078125,26717.599609375,2296488600
2018-10-09,26172.91015625,26366.599609375,26067.509765625,26194.169921875,1744919700
2018-10-10,26193.0703125,26499.83984375,26193.0703125,26281.279296875,1719141400
2018-10-11,25266.369140625,25437.849609375,25125.220703125,25392.900390625,3090446400
2018-10-12,25801.490234375,25835.759765625,25286.859375,25401.41015625,2099313400
2018-10-15,25445.060546875,25683.58984375,25399.5390625,25683.58984375,1614888500
2018-10-16,25462.259765625,25712.130859375,25266.5390625,25586.16015625,1467251700
